rank_test_score,param_hidden_layer_sizes,param_alpha,param_activation,mean_train_score,std_train_score,mean_test_score,std_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,Gap_CV,Coef_Variacion,mean_fit_time,std_fit_time
64,"(100, 50)",0.004393970560760791,tanh,0.9989720085945824,0.00016538269999648173,0.9525840736768613,0.008865527238836593,0.951038298408172,0.9624221518798465,0.9632553839062655,0.9433517546498147,0.9428527795402076,0.046387934917721085,0.009306818667056559,81.8418752193451,4.081649099347635
65,"(64, 32)",1.0,tanh,0.9797562086350105,0.0017883493329358601,0.9521631983436702,0.004828428906878744,0.9477789152743162,0.9473212704609931,0.9587188339012567,0.9571971399080476,0.9497998321737372,0.027593010291340203,0.005071009796721831,73.70178503990174,12.318304388738223
66,"(64, 32)",0.08483428982440717,tanh,0.9962259677688925,0.0007081562772127422,0.9507671724277948,0.005600718596352223,0.9459899254726366,0.9445352102741179,0.960142472008832,0.9533089070059728,0.9498593473774148,0.045458795341097646,0.0058907361957509785,75.91894707679748,5.324577374092076
67,"(128, 64)",0.3727593720314938,tanh,0.9925716079819444,0.0007614619494243389,0.9507100758606665,0.005998624119494745,0.9455617252974726,0.9508546313948398,0.9529535645401515,0.9605916453816762,0.9435888126891921,0.04186153212127797,0.006309625060052363,185.61329522132874,29.198526942639077
68,"(64, 32)",0.3727593720314938,tanh,0.9902758039325642,0.0012299753217886362,0.9501284352271592,0.006120617845661396,0.9519026253326037,0.9409062996348433,0.9598120512022884,0.950202814105999,0.9478183858600608,0.04014736870540503,0.006441884716562622,85.02012796401978,10.863702190199565
69,"(128, 64)",0.019306977288832496,tanh,0.998579113024355,0.00033653274905065685,0.9496549960144136,0.01011246318525102,0.9398330763216808,0.9623866461138353,0.9540361234996735,0.9561823728568711,0.9358367612800078,0.04892411700994137,0.01064856524494874,126.55311169624329,13.778414056366017
70,"(128, 64)",0.004393970560760791,tanh,0.9987714537648861,0.00024913763932756547,0.9493246059716538,0.012429539711960806,0.9339689053566198,0.9673699025961554,0.9500959152527413,0.9577048695445545,0.9374834371081981,0.049446847793232274,0.01309303438863139,116.53095874786376,13.155211866866852
71,"(128, 64)",0.0517947467923121,tanh,0.9984316700517427,0.00019142317569427402,0.9491165300610408,0.012557498947371423,0.9302379013983713,0.9692926224037964,0.9446876032252641,0.9502036422726797,0.9511608810050923,0.04931513999070192,0.013230724099351434,139.88426966667174,12.741690532356259
72,"(64, 32)",0.22758459260747887,tanh,0.9933615207628799,0.0005979944845489126,0.947085628286097,0.007638383496130466,0.9460396341697469,0.9341946589818069,0.95731436342825,0.9514844248989706,0.9463950599517105,0.046275892476782876,0.008065145608801332,85.30959844589233,5.185459318205475
73,"(128, 64)",0.22758459260747887,tanh,0.9950941246878466,0.00013788462445006488,0.9464970603408943,0.012511995696551667,0.9326625278282101,0.9610796649933051,0.9481471744399205,0.9589563896798757,0.9316395447631606,0.04859706434695232,0.01321926524742221,170.24762291908263,24.523492959576846
74,"(64, 32)",0.0517947467923121,tanh,0.9966640013889065,0.0005750553059479203,0.9460734817915449,0.004486051781465044,0.9408098691820859,0.9429439163161129,0.9531728670875491,0.9442826247436727,0.9491581316283046,0.050590519597361605,0.004741758296585981,65.63590574264526,6.273657147448238
75,"(128, 64)",0.001,tanh,0.9990215165239077,0.0002887943881682945,0.9457706934020174,0.011548997073749642,0.9303578211274363,0.96216999024541,0.9463693438371604,0.9538885005793875,0.9360678112206924,0.053250823121890334,0.012211202096151785,121.67378778457642,12.51248060073006
76,"(64, 32)",0.13894954943731375,tanh,0.994860068563631,0.0006548335032474264,0.9456226728417102,0.004616079775657686,0.9429974356761112,0.9401280959452929,0.9528341694784905,0.9489957793968825,0.9431578837117736,0.04923739572192076,0.004881524003422855,78.65602035522461,12.227948819486507
77,"(128, 64)",0.011787686347935873,tanh,0.998796306007406,9.608331537903766e-05,0.9451641116833824,0.01127679853384533,0.9351881976690112,0.9599621261177501,0.9481105905068969,0.95307968826964,0.9294799558536136,0.05363219432402355,0.011931048158145587,126.43160572052003,8.253720554781165
78,"(128, 64)",0.13894954943731375,tanh,0.9967610106411151,0.0002900797940008577,0.9450592310300188,0.01295367894671288,0.9276782465912731,0.9625067278739721,0.9550009386750554,0.9465186896750062,0.933591552334787,0.05170177961109634,0.013706737653463988,177.3529763698578,28.74637522018664
79,"(128, 64)",0.08483428982440717,tanh,0.9976850563325378,0.00023825637276040528,0.9450207775463355,0.011382484782328145,0.9267537322001613,0.9622219718248579,0.9471373797543295,0.9470651028271054,0.9419257011252236,0.05266427878620228,0.01204469261711026,150.26186237335205,13.621043553267597
80,"(64, 32)",0.019306977288832496,tanh,0.9975713181434178,0.0005917894829822293,0.9448498435113782,0.006059440853798477,0.9418694479349448,0.9432965050358779,0.9501934522679549,0.9359771320704918,0.9529126802476217,0.05272147463203958,0.006413125742053962,62.42634015083313,3.342654670313399
81,"(128, 64)",0.0026826957952797246,tanh,0.9988213457475286,0.00021459824045882143,0.9445799487686115,0.010837029285410202,0.936748804832427,0.9574895157458442,0.9553633678721961,0.9443021688194259,0.9289958865731641,0.054241396978917056,0.011472855526456754,122.01310458183289,8.21882210828809
82,"(64, 32)",0.011787686347935873,tanh,0.9976791653910091,0.00033053636442173116,0.9443801476727985,0.010429433897938621,0.9488975832920087,0.9314896119280577,0.9603299069696974,0.9466825740774926,0.9345010620967363,0.05329901771821055,0.01104368185167752,63.45434484481812,2.7305181167825276
83,"(128, 64)",0.0071968567300115215,tanh,0.998748375818234,0.0002873753409385963,0.9443483888104099,0.01645022437369277,0.9143274421993176,0.9617730473041393,0.9517329881286646,0.953281171391837,0.9406272950280906,0.054399987007824,0.017419656313932,122.21844353675843,13.773065125953305
84,"(64, 32)",0.03162277660168379,tanh,0.9974024290164486,0.0008488311103201024,0.9430667583680561,0.004045155473029489,0.9438288663365664,0.9359267470723183,0.9477648040088043,0.9420664086481421,0.9457469657744496,0.05433567064839251,0.004289362801875753,65.73171377182007,2.940009763230277
85,"(128, 64)",0.0016378937069540646,tanh,0.9988979770609007,0.00013355442161296164,0.9423181828915688,0.014527307459136194,0.9177798842573379,0.955068992572263,0.9464537213959108,0.9571923075341915,0.9350960086981407,0.0565797941693319,0.015416562815925022,126.70557746887206,15.37059421498632
86,"(64, 32)",0.0026826957952797246,tanh,0.9976250849741657,0.0005486409081141821,0.9419004481795076,0.01094265398519715,0.9243353998932624,0.9336558593263762,0.9507691866618728,0.9502086190108112,0.9505331760052149,0.05572463679465811,0.011617633271485286,58.76312394142151,4.713126479207439
87,"(64, 32)",0.0016378937069540646,tanh,0.9981378783662231,0.00029380621211843835,0.9403556380668265,0.01013393518793619,0.9230825300862463,0.9347855427115973,0.9503439842540798,0.9477067155679199,0.9458594177142895,0.0577822402993966,0.010776704873880938,61.50375394821167,6.237044395080572
88,"(64, 32)",0.0071968567300115215,tanh,0.9980992548820528,0.0004404771677719541,0.9401214035585671,0.004089821883562888,0.9373118413057062,0.9366386470348429,0.9479204319711543,0.9384597395982163,0.9402763578829159,0.05797785132348565,0.004350312489516789,61.355281019210814,4.657788944560684
89,"(64, 32)",0.001,tanh,0.9976806944691479,0.0003173565710586531,0.9401182496587618,0.006590198528992575,0.9292653649093344,0.9443115612151419,0.9471773457705035,0.9439106033573454,0.9359263730414832,0.05756244481038608,0.007009967662455913,60.60516128540039,4.500922776961268
90,"(64, 32)",0.004393970560760791,tanh,0.9980638265054779,0.000378488877471406,0.9385027542460399,0.008167145240323187,0.9319225214871073,0.9351812815544438,0.929218106061962,0.9459844282712865,0.9502074338554,0.059561072259437964,0.008702313555685176,61.47592720985413,4.405777226377911
