rank_test_score,param_max_depth,param_learning_rate,param_n_estimators,param_subsample,param_colsample_bytree,param_min_child_weight,param_gamma,param_reg_alpha,param_reg_lambda,mean_train_score,std_train_score,mean_test_score,std_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,Gap_CV,Coef_Variacion,mean_fit_time,std_fit_time
37,11,0.05,400,0.8,0.8,7,0.0,0.1,10,0.9935449230093875,0.00012628120098907082,0.8966232413207544,0.008392488187343453,0.8882872940167419,0.8945575268338066,0.9108484929869581,0.9005743122072314,0.8888485805590337,0.09692168168863302,0.009360105561150805,3.382573461532593,0.026557270057945122
38,11,0.03,700,0.8,0.8,7,0.0,0.5,5,0.9944965164716342,0.000172914205428698,0.8966150070757827,0.007557820405013463,0.8875472383216856,0.8961924308578024,0.9096214360395842,0.8985886957659139,0.8911252343939279,0.0978815093958515,0.008429281626305268,5.5948961734771725,0.05014409239279719
39,11,0.05,500,0.8,0.8,5,0.0,0.5,5,0.9965545408412183,0.00010038270806085474,0.8966060312528075,0.007946822758037642,0.8867804584572939,0.8958512915277418,0.910516210482141,0.8980724997078906,0.8918096960889704,0.09994850958841084,0.00886322697041612,5.3921184062957765,0.07093807730126647
40,11,0.05,700,0.8,0.8,7,0.0,0.0,10,0.9985825421932241,8.388838803536283e-05,0.8966009979376521,0.006861862738341997,0.8890069217737898,0.8929539983934003,0.9082058893715504,0.9002736663554416,0.8925645137940784,0.10198154425557193,0.0076531955174325575,5.875055742263794,0.12865894466374528
41,11,0.03,700,0.8,0.8,7,0.0,0.1,10,0.9942723582476429,0.00020510617015201754,0.8964932114608286,0.008170915094980495,0.8861592120380483,0.8945922855066901,0.9104272837948018,0.8993727318329928,0.89191454413161,0.09777914678681432,0.009114307828015845,5.814645481109619,0.10110845549244658
42,11,0.05,500,0.8,0.8,7,0.0,0.0,10,0.9962798698386118,0.00020595212401754607,0.8964817416380602,0.006923255000557143,0.8888386092377486,0.8929660413533214,0.9083894503541781,0.8997682968695858,0.8924463103754671,0.09979812820055167,0.007722694929521826,4.088096952438354,0.04726997790763544
43,11,0.05,700,0.8,0.8,9,0.0,0.1,10,0.9977897444297593,0.00010384767177737018,0.8964767172732824,0.007938662277723047,0.887804235842845,0.8929650605065107,0.9096956137885475,0.9010727293040686,0.8908459469244402,0.10131302715647694,0.008855402627598884,5.359801387786865,0.06777555337049977
44,11,0.07,700,0.8,0.8,9,0.0,0.5,10,0.997475399514698,7.230680309233659e-05,0.8964380470507534,0.007762640021032225,0.8897401589678944,0.8937945643591957,0.910002568152154,0.899642930432058,0.8890100133424641,0.10103735246394463,0.008659427214820936,4.916229104995727,0.07213805051343512
45,11,0.07,500,0.8,0.8,9,0.0,0.5,10,0.9958454411007305,0.0001351756938767632,0.896430491850022,0.007800144902617528,0.8894847227765527,0.8936009408929957,0.9100608107265166,0.8997348723540912,0.8892711124999538,0.09941494925070848,0.008701338222576366,3.6931646347045897,0.04162255594326619
46,9,0.05,700,0.8,0.8,5,0.0,0.5,10,0.9951545671886682,0.00013878263133323883,0.8964252936048706,0.008232905024600161,0.8872247481573081,0.8943757622492556,0.9107616938499228,0.8993407158648539,0.8904235479030116,0.09872927358379768,0.009184150741097996,5.197696161270142,0.27461798459762005
