Modelo,T_Masivo_s,Std_Masivo_s,T_Single_ms,Std_Single_ms,Throughput_pred_s
MLP,2.919520279992139,0.07149265447489972,0.15393903999356554,0.004520341023804505,342522.02557150676
XGBoost,37.327571590006116,0.3636060117475586,3.7288459000061267,0.1226159739630308,26789.848827662143
Random Forest,10.87653394001536,0.1576022099934981,95.50663031999137,49.02863499878918,91941.05452298048
